"range","sensitivity_type","genus_species","source","realm","dormancy","filling_type","filling_value","lat_mp","range_area_km2","edge_type","type","Realm","data_gatherer","Genus","Species","Family","Kingdom","Phylum","Class","Order","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","Pelagic_habitat_for_marine_species_","source_logic_for_pelagic_habitat","limit_type","habitat_data_gatherer","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","upper_elevation_limit_meters","lower_elevation_limit_meters","elevational_range_source","Pelagic_habitat_.for_marine_species.","notes","metric"
"Anolis_barbouri_GBIF","elev_x_dormancy","Anolis_barbouri","GBIF","Terrestrial",NA,"cold_under",-6.1044111251831,18.374260864788,10127,"cold","min","Terrestrial","Adam A","Anolis","barbouri","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",5.5,"Meiri 2008","max adult SVL","insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (neo-tropical)",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_barbouri_GBIF","Te_best","Anolis_barbouri","GBIF","terrestrial",NA,"cold_under",-2.5230464935303,NA,NA,"cold","min","Terrestrial","Adam A","Anolis","barbouri","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",5.5,"Meiri 2008","max adult SVL","insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (neo-tropical)",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_barbouri_GBIF","Te_best","Anolis_barbouri","GBIF","terrestrial",NA,"warm_over",0.828384399414098,NA,NA,"warm","min","Terrestrial","Adam A","Anolis","barbouri","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",5.5,"Meiri 2008","max adult SVL","insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (neo-tropical)",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_barbouri_GBIF","elev_x_dormancy","Anolis_barbouri","GBIF","Terrestrial",NA,"warm_under",-0.820995330810497,18.374260864788,10127,"warm","min","Terrestrial","Adam A","Anolis","barbouri","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",5.5,"Meiri 2008","max adult SVL","insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (neo-tropical)",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_carolinensis_IUCN","elev_x_dormancy","Anolis_carolinensis","IUCN","Terrestrial",NA,"cold_over",7.55551958084107,27.2041163755001,1182018,"cold","min","Terrestrial","Adam A","Anolis","carolinensis","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",7.5,"Meiri 2008","max adult SVL","insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","not true hibernation - https://doi.org/10.1655/02-34","reduced activity, only active on warm days","No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,610,46,"Animal Diversity",NA,NA,"ct"
"Anolis_carolinensis_IUCN","Te_best","Anolis_carolinensis","IUCN","terrestrial",NA,"cold_over",14.8708257675171,NA,NA,"cold","min","Terrestrial","Adam A","Anolis","carolinensis","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",7.5,"Meiri 2008","max adult SVL","insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","not true hibernation - https://doi.org/10.1655/02-34","reduced activity, only active on warm days","No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,610,46,"Animal Diversity",NA,NA,"ct"
"Anolis_carolinensis_IUCN","elev_x_dormancy","Anolis_carolinensis","IUCN","Terrestrial",NA,"warm_under",-2.2277870178223,27.2041163755001,1182018,"warm","min","Terrestrial","Adam A","Anolis","carolinensis","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",7.5,"Meiri 2008","max adult SVL","insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","not true hibernation - https://doi.org/10.1655/02-34","reduced activity, only active on warm days","No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,610,46,"Animal Diversity",NA,NA,"ct"
"Anolis_carolinensis_IUCN","Te_best","Anolis_carolinensis","IUCN","terrestrial",NA,"warm_under",-2.0675354003906,NA,NA,"warm","min","Terrestrial","Adam A","Anolis","carolinensis","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",7.5,"Meiri 2008","max adult SVL","insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","not true hibernation - https://doi.org/10.1655/02-34","reduced activity, only active on warm days","No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,610,46,"Animal Diversity",NA,NA,"ct"
"Anolis_cooki_GBIF","elev_x_dormancy","Anolis_cooki","GBIF","Terrestrial",NA,"cold_under",-4.8172197341919,17.966031575893,518,"cold","min","Terrestrial","Adam A","Anolis","cooki","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",7,"Meiri 2008","max adult SVL","insectivore","guess based on others in genus","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (neo-tropical)",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_cooki_GBIF","elev_x_dormancy","Anolis_cooki","GBIF","Terrestrial",NA,"warm_under",-2.9785995483398,17.966031575893,518,"warm","min","Terrestrial","Adam A","Anolis","cooki","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",7,"Meiri 2008","max adult SVL","insectivore","guess based on others in genus","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (neo-tropical)",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_cristatellus_GBIF","elev_x_dormancy","Anolis_cristatellus","GBIF","Terrestrial",NA,"cold_under",-4.4281969070434,18.2043655641705,10238,"cold","min","Terrestrial","Adam A","Anolis","cristatellus","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",7.8,"Meiri 2008","max adult SVL","insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (neo-tropical)",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,549,0,"Animal Diversity",NA,NA,"ct"
"Anolis_cristatellus_GBIF","Te_best","Anolis_cristatellus","GBIF","terrestrial",NA,"cold_under",-10.6027050018311,NA,NA,"cold","min","Terrestrial","Adam A","Anolis","cristatellus","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",7.8,"Meiri 2008","max adult SVL","insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (neo-tropical)",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,549,0,"Animal Diversity",NA,NA,"ct"
"Anolis_cristatellus_GBIF","elev_x_dormancy","Anolis_cristatellus","GBIF","Terrestrial",NA,"warm_under",-2.9785995483398,18.2043655641705,10238,"warm","min","Terrestrial","Adam A","Anolis","cristatellus","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",7.8,"Meiri 2008","max adult SVL","insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (neo-tropical)",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,549,0,"Animal Diversity",NA,NA,"ct"
"Anolis_cristatellus_GBIF","Te_best","Anolis_cristatellus","GBIF","terrestrial",NA,"warm_under",-4.2179832458496,NA,NA,"warm","min","Terrestrial","Adam A","Anolis","cristatellus","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",7.8,"Meiri 2008","max adult SVL","insectivore","10.1890/0012-9658(2002)083[1870:LHRREO]2.0.CO;2","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (neo-tropical)",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,549,0,"Animal Diversity",NA,NA,"ct"
"Anolis_cupreus_GBIF","elev_x_dormancy","Anolis_cupreus","GBIF","Terrestrial",NA,"cold_under",-0.9324598312378,13.1360424761767,449052,"cold","min","Terrestrial",NA,"Anolis","cupreus","Iguanidae",NA,"Chordata","Lepidosauria","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_cupreus_GBIF","elev_x_dormancy","Anolis_cupreus","GBIF","Terrestrial",NA,"warm_under",-1.4545364379883,13.1360424761767,449052,"warm","min","Terrestrial",NA,"Anolis","cupreus","Iguanidae",NA,"Chordata","Lepidosauria","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_gundlachi_GBIF","elev_x_dormancy","Anolis_gundlachi","GBIF","Terrestrial",NA,"cold_under",-4.0767774581909,18.191452980121,7283,"cold","min","Terrestrial","Adam A","Anolis","gundlachi","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",7.5,"Meiri 2008","max adult SVL","insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Nicholson, K. E., & Richards, P. M. (2011). Home-range size and overlap within an introduced population of the Cuban Knight Anole, Anolis equestris (Squamata: Iguanidae). Phyllomedusa: Journal of Herpetology, 10(1), 65-73.","walking","Squamate walking tetrapod","No","no info - based on climate (neo-tropical)",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,1200,240,"IUCN",NA,NA,"ct"
"Anolis_gundlachi_GBIF","elev_x_dormancy","Anolis_gundlachi","GBIF","Terrestrial",NA,"warm_under",-2.4790229797363,18.191452980121,7283,"warm","min","Terrestrial","Adam A","Anolis","gundlachi","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",7.5,"Meiri 2008","max adult SVL","insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","Nicholson, K. E., & Richards, P. M. (2011). Home-range size and overlap within an introduced population of the Cuban Knight Anole, Anolis equestris (Squamata: Iguanidae). Phyllomedusa: Journal of Herpetology, 10(1), 65-73.","walking","Squamate walking tetrapod","No","no info - based on climate (neo-tropical)",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,1200,240,"IUCN",NA,NA,"ct"
"Anolis_humilis_GBIF","elev_x_dormancy","Anolis_humilis","GBIF","Terrestrial",NA,"cold_under",-3.6416397094727,9.73818284477619,58560,"cold","min","Terrestrial",NA,"Anolis","humilis","Iguanidae",NA,"Chordata","Lepidosauria","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_humilis_GBIF","elev_x_dormancy","Anolis_humilis","GBIF","Terrestrial",NA,"warm_under",-1.9468803405762,9.73818284477619,58560,"warm","min","Terrestrial",NA,"Anolis","humilis","Iguanidae",NA,"Chordata","Lepidosauria","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_intermedius_GARD","elev_x_dormancy","Anolis_intermedius",NA,"Terrestrial",NA,"cold_under",-4.352520942688,10.3250985260093,4835,"cold","min","Terrestrial",NA,"Anolis","intermedius","Iguanidae",NA,"Chordata","Lepidosauria","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_intermedius_GARD","elev_x_dormancy","Anolis_intermedius",NA,"Terrestrial",NA,"warm_under",-4.0948657989502,10.3250985260093,4835,"warm","min","Terrestrial",NA,"Anolis","intermedius","Iguanidae",NA,"Chordata","Lepidosauria","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_lemurinus_GARD","elev_x_dormancy","Anolis_lemurinus",NA,"Terrestrial",NA,"cold_under",-0.192141532898001,13.6113918075859,477488,"cold","min","Terrestrial",NA,"Anolis","lemurinus","Iguanidae",NA,"Chordata","Lepidosauria","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_lemurinus_GARD","elev_x_dormancy","Anolis_lemurinus",NA,"Terrestrial",NA,"warm_under",-1.7118186950684,13.6113918075859,477488,"warm","min","Terrestrial",NA,"Anolis","lemurinus","Iguanidae",NA,"Chordata","Lepidosauria","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_limifrons_GBIF","elev_x_dormancy","Anolis_limifrons","GBIF","Terrestrial",NA,"cold_under",-0.7916097640991,14.4037098735931,742107,"cold","min","Terrestrial",NA,"Anolis","limifrons","Iguanidae",NA,"Chordata","Lepidosauria","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_limifrons_GBIF","elev_x_dormancy","Anolis_limifrons","GBIF","Terrestrial",NA,"warm_under",-1.7118186950684,14.4037098735931,742107,"warm","min","Terrestrial",NA,"Anolis","limifrons","Iguanidae",NA,"Chordata","Lepidosauria","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ct"
"Anolis_lionotus_IUCN","elev_x_dormancy","Anolis_lionotus","IUCN","Terrestrial",NA,"cold_under",-1.3392267227173,8.36645942300004,25674,"cold","min","Terrestrial","Adam A","Anolis","lionotus","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",8.5,"Meiri 2008","max adult SVL","insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (neo-tropical)",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,805,0,"IUCN",NA,NA,"ct"
"Anolis_lionotus_IUCN","Te_best","Anolis_lionotus","IUCN","terrestrial",NA,"cold_under",-4.948802947998,NA,NA,"cold","min","Terrestrial","Adam A","Anolis","lionotus","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",8.5,"Meiri 2008","max adult SVL","insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (neo-tropical)",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,805,0,"IUCN",NA,NA,"ct"
"Anolis_lionotus_IUCN","elev_x_dormancy","Anolis_lionotus","IUCN","Terrestrial",NA,"warm_under",-3.8599700927734,8.36645942300004,25674,"warm","min","Terrestrial","Adam A","Anolis","lionotus","Dactyloidae","Animalia","Chordata","Reptilia","Squamata",8.5,"Meiri 2008","max adult SVL","insectivore","10.1093/beheco/14.3.409 note that all polychrotids except perhaps one are insectivores. That one is evermanni","No","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (neo-tropical)",NA,"No","no info - based on climate",NA,"non-highland specialist","Based on range",NA,"terrestrial","max, min",NA,NA,NA,NA,NA,NA,NA,NA,805,0,"IUCN",NA,NA,"ct"
