"range","type","dormancy","realm","r_niche_upper","p_niche_upper","ctmax","r_niche_lower","p_niche_lower","ctmin","warm_under","warm_over","f_warm_over","f_warm_under","cold_under","cold_over","f_cold_over","f_cold_under","species","source","range_area_km2","lat_mp"
"Liolaemus_laurenti_IUCN","Te_best",NA,"Terrestrial",36.2846031188965,36.9248695373535,46.18,11.0885496139526,12.222128868103,12.2,-0.640266418457003,0,0,9.8953968811035,0,1.1335792541504,24.0846031188965,0,"Liolaemus laurenti","IUCN",8118,-30.4094503094999
"Liolaemus_laurenti_GBIF","Te_best",NA,"Terrestrial",36.9248695373535,36.9248695373535,46.18,2.8072943687439,12.222128868103,12.2,0,0,0,9.2551304626465,0,9.4148344993591,24.7248695373535,0,"Liolaemus laurenti","GBIF",229823,-30.7610738686825
"Liolaemus_melanops_IUCN","Te_best",NA,"Terrestrial",29.374153137207,36.9281387329102,44.94,-8.79502582550049,5.65975666046143,5.65,-7.5539855957032,0,0,15.565846862793,0,14.4547824859619,23.724153137207,0,"Liolaemus melanops","IUCN",38331,-42.588626478
"Liolaemus_multicolor_IUCN","Te_best",NA,"Terrestrial",22.6787242889404,36.2850151062012,44.7,-3.67756223678589,8.24649238586426,8.06,-13.6062908172608,0,0,22.0212757110596,0,11.9240546226502,14.6187242889404,0,"Liolaemus multicolor","IUCN",28576,-23.012822127
"Liolaemus_multimaculatus_IUCN","Te_best",NA,"Terrestrial",30.0524501800537,36.4440650939941,43.83,-8.64019107818604,9.06361484527588,8.93,-6.3916149139404,0,0,13.7775498199463,0,17.7038059234619,21.1224501800537,0,"Liolaemus multimaculatus","IUCN",3649,-38.728022549
"Liolaemus_olongasta_IUCN","Te_best",NA,"Terrestrial",36.2836990356445,36.9242630004883,44.58,4.3892765045166,12.0588979721069,11.85,-0.6405639648438,0,0,8.2963009643555,0,7.6696214675903,24.4336990356445,0,"Liolaemus olongasta","IUCN",24810,-30.7457156905
"Liolaemus_petrophilus_IUCN","Te_best",NA,"Terrestrial",30.94895362854,36.9281158447266,45.23,-0.0612326562404633,7.35091304779053,7.31,-5.9791622161866,0,0,14.28104637146,0,7.41214570403099,23.63895362854,0,"Liolaemus petrophilus","IUCN",96396,-42.934182997
"Liolaemus_poecilochromus_GBIF","Te_best",NA,"Terrestrial",28.5510025024414,36.2841644287109,44.16,-5.1163969039917,9.35234928131104,9.35,-7.7331619262695,0,0,15.6089974975586,0,14.4687461853027,19.2010025024414,0,"Liolaemus poecilochromus","GBIF",539905,-19.3358345281776
"Liolaemus_poecilochromus_IUCN","Te_best",NA,"Terrestrial",23.4088916778564,36.2841644287109,44.16,-2.29039740562439,9.35234928131104,9.35,-12.8752727508545,0,0,20.7511083221436,0,11.6427466869354,14.0588916778564,0,"Liolaemus poecilochromus","IUCN",10167,-26.3318233595
"Liolaemus_pseudoanomalus_IUCN","Te_best",NA,"Terrestrial",36.9243698120117,36.9243698120117,45.93,2.79067015647888,12.2251253128052,12.19,0,0,0,9.0056301879883,0,9.43445515632632,24.7343698120117,0,"Liolaemus pseudoanomalus","IUCN",27880,-28.2579329684999
"Liolaemus_quilmes_IUCN","Te_best",NA,"Terrestrial",29.5633125305176,36.926197052002,44.69,1.56287729740143,8.51085758209229,8.46,-7.3628845214844,0,0,15.1266874694824,0,6.94798028469086,21.1033125305176,0,"Liolaemus quilmes","IUCN",7935,-26.3643173055
"Liolaemus_quilmes_GBIF","Te_best",NA,"Terrestrial",34.7431411743164,36.926197052002,44.69,1.56287729740143,8.51085758209229,8.46,-2.1830558776856,0,0,9.9468588256836,0,6.94798028469086,26.2831411743164,0,"Liolaemus quilmes","GBIF",12069,-26.6851712712983
"Liolaemus_riojanus_IUCN","Te_best",NA,"Terrestrial",36.2829132080078,36.9237365722656,45.2,11.0938186645508,10.715612411499,10.7,-0.640823364257798,0,0,8.9170867919922,-0.3782062530518,0,0,-0.393818664550802,"Liolaemus riojanus","IUCN",14046,-31.139950122
"Liolaemus_robertmertensi_IUCN","Te_best",NA,"Terrestrial",35.1453895568848,36.9238166809082,43,1.57969033718109,14.097505569458,14.07,-1.7784271240234,0,0,7.8546104431152,0,12.5178152322769,21.0753895568848,0,"Liolaemus robertmertensi","IUCN",19952,-27.6282195804999
"Liolaemus_rothi_IUCN","Te_best",NA,"Terrestrial",32.2087631225586,36.9269371032715,43.8,-3.48076057434082,5.62257719039917,5.5,-4.7181739807129,0,0,11.5912368774414,0,9.10333776473999,26.7087631225586,0,"Liolaemus rothi","IUCN",77654,-39.75285205
"Liolaemus_rothi_GBIF","Te_best",NA,"Terrestrial",33.2993278503418,36.9269371032715,43.8,-3.48076057434082,5.62257719039917,5.5,-3.6276092529297,0,0,10.5006721496582,0,9.10333776473999,27.7993278503418,0,"Liolaemus rothi","GBIF",253021,-39.9016243781565
"Liolaemus_salinicola_IUCN","Te_best",NA,"Terrestrial",35.146240234375,36.925235748291,48.21,2.78649735450745,14.2106866836548,14.2,-1.778995513916,0,0,13.063759765625,0,11.4241893291473,20.946240234375,0,"Liolaemus salinicola","IUCN",6749,-27.8639966784999
"Liolaemus_scapularis_IUCN","Te_best",NA,"Terrestrial",32.5086097717285,36.925235748291,45.57,1.5696394443512,9.42125129699707,9.39,-4.4166259765625,0,0,13.0613902282715,0,7.85161185264587,23.1186097717285,0,"Liolaemus scapularis","IUCN",6550,-26.6782646765
"Liolaemus_telsen_IUCN","Te_best",NA,"Terrestrial",29.5379524230957,36.9250564575195,44.6,0.0316545478999615,8.99460792541504,8.98,-7.3871040344238,0,0,15.0620475769043,0,8.96295337751508,20.5579524230957,0,"Liolaemus telsen","IUCN",21208,-41.733879623
"Liolaemus_xanthoviridis_IUCN","Te_best",NA,"Terrestrial",27.6308403015137,36.9281883239746,44.48,5.10895538330078,7.86945629119873,7.86,-9.2973480224609,0,0,16.8491596984863,0,2.76050090789795,19.7708403015137,0,"Liolaemus xanthoviridis","IUCN",5726,-44.331013589
"Lophognathus_gilberti_IUCN","Te_best",NA,"Terrestrial",40.8999481201172,41.4541969299316,41.8,-9.15307426452637,2.71746873855591,2.7,-0.554248809814396,0,0,0.900051879882795,0,11.8705430030823,38.1999481201172,0,"Lophognathus gilberti","IUCN",1134068,-17.9194482535
"Moloch_horridus_GBIF","Te_best",NA,"Terrestrial",41.4518661499023,41.4518661499023,42.5,-10.1136989593506,3.51082992553711,3.5,0,0,0,1.0481338500977,0,13.6245288848877,37.9518661499023,0,"Moloch horridus","GBIF",3892142,-26.3102415920092
"Moloch_horridus_IUCN","Te_best",NA,"Terrestrial",40.4696273803711,41.4518661499023,42.5,1.04991686344147,3.51082992553711,3.5,-0.9822387695312,0,0,2.0303726196289,0,2.46091306209564,36.9696273803711,0,"Moloch horridus","IUCN",2821699,-25.8645287455
"Nannoscincus_maccoyi_GBIF","Te_best",NA,"Terrestrial",34.5435104370117,36.9950332641602,37,3.78474688529968,4.63009786605835,4,-2.4515228271485,0,0,2.4564895629883,0,0.84535098075867,30.5435104370117,0,"Nannoscincus maccoyi","GBIF",439857,-36.1757268846015
"Niveoscincus_metallicus_GBIF","Te_best",NA,"Terrestrial",33.8576240539551,39.5875625610352,39.6,3.42441701889038,2.95058989524841,2.7,-5.7299385070801,0,0,5.7423759460449,-0.47382712364197,0,0,-0.72441701889038,"Niveoscincus metallicus","GBIF",449076,-38.5273347957212
"Niveoscincus_metallicus_GARD","Te_best",NA,"Terrestrial",26.3903369903564,39.5875625610352,39.6,3.42441701889038,2.95058989524841,2.7,-13.1972255706788,0,0,13.2096630096436,-0.47382712364197,0,0,-0.72441701889038,"Niveoscincus metallicus","GARD",92426,-40.4485801420487
"Niveoscincus_ocellatus_GBIF","Te_best",NA,"Terrestrial",21.974006652832,40.0988578796387,40.1,3.41975831985474,3.26847386360168,3,-18.1248512268067,0,0,18.125993347168,-0.15128445625306,0,0,-0.41975831985474,"Niveoscincus ocellatus","GBIF",45571,-41.4976387024141
"Niveoscincus_ocellatus_GARD","Te_best",NA,"Terrestrial",21.974006652832,40.0988578796387,40.1,3.41975831985474,3.26847386360168,3,-18.1248512268067,0,0,18.125993347168,-0.15128445625306,0,0,-0.41975831985474,"Niveoscincus ocellatus","GARD",56356,-41.9001072418441
"Notechis_scutatus_IUCN","Te_best",NA,"Terrestrial",36.0215530395508,37.9953308105469,38,-8.31021213531494,2.8583972454071,2.2,-1.9737777709961,0,0,1.9784469604492,0,11.168609380722,33.8215530395508,0,"Notechis scutatus","IUCN",644873,-34.1724236785
"Oedothorax_apicatus_GBIF","Te_best",NA,"Terrestrial",25.8328094482422,40.2593879699707,40.8,-5.33055639266968,-7.499924659729,-7.5,-14.4265785217285,0,0,14.9671905517578,-2.16936826705932,0,0,-2.16944360733032,"Oedothorax apicatus","GBIF",1500931,56.9490760621602
"Pardosa_nigriceps_GBIF","Te_best",NA,"Terrestrial",25.4963150024414,39.5912895202637,39.7,-9.38270854949951,-7.19596242904663,-7.2,-14.0949745178223,0,0,14.2036849975586,0,2.18674612045288,32.6963150024414,0,"Pardosa nigriceps","GBIF",1413322,58.7839663596746
"Philodromus_aureolus_GBIF","Te_best",NA,"Terrestrial",30.7253684997559,40.2656517028809,42.1,-8.9675931930542,-10.7994651794434,-10.8,-9.540283203125,0,0,11.3746315002441,-1.8318719863892,0,0,-1.8324068069458,"Philodromus aureolus","GBIF",2432361,55.7352148693996
"Phrynosoma_cornutum_IUCN","Te_best",NA,"Terrestrial",39.9357643127441,43.325008392334,47.9,1.35272681713104,9.58877182006836,9.5,-3.3892440795899,0,0,7.9642356872559,0,8.23604500293732,30.4357643127441,0,"Phrynosoma cornutum","IUCN",1801830,31.469849648
"Phymaturus_antofagastensis_IUCN","Te_best",NA,"Terrestrial",22.3737297058105,35.2021827697754,41.4,-4.99388074874878,12.0390167236328,11.8,-12.8284530639649,0,0,19.0262702941895,0,17.0328974723816,10.5737297058105,0,"Phymaturus antofagastensis","IUCN",671,-26.9898155065
"Phymaturus_dorsimaculatus_IUCN","Te_best",NA,"Terrestrial",27.0624084472656,36.9264526367188,41.9,0.835703372955322,10.5463647842407,10.5,-9.8640441894532,0,0,14.8375915527344,0,9.71066141128538,16.5624084472656,0,"Phymaturus dorsimaculatus","IUCN",1275,-37.8226289335
"Phymaturus_indistinctus_IUCN","Te_best",NA,"Terrestrial",21.4419403076172,36.9269371032715,44.7,2.09068417549133,7.11256885528564,7,-15.4849967956543,0,0,23.2580596923828,0,5.02188467979431,14.4419403076172,0,"Phymaturus indistinctus","IUCN",493,-45.438529748
"Phymaturus_palluma_IUCN","Te_best",NA,"Terrestrial",30.4017391204834,36.9275169372559,44.6,-1.50036478042603,11.5715742111206,11.5,-6.5257778167725,0,0,14.1982608795166,0,13.0719389915466,18.9017391204834,0,"Phymaturus palluma","IUCN",14611,-34.711029082
"Phymaturus_somuncurensis_IUCN","Te_best",NA,"Terrestrial",27.6498622894287,36.9269371032715,42.8,1.29459702968597,5.85859441757202,5.7,-9.2770748138428,0,0,15.1501377105713,0,4.56399738788605,21.9498622894287,0,"Phymaturus somuncurensis","IUCN",6299,-41.4671321835
"Phymaturus_tenebrosus_GBIF","Te_best",NA,"Terrestrial",24.5947380065918,36.9260635375977,39.9,-1.14184737205505,9.87994289398193,9.8,-12.3313255310059,0,0,15.3052619934082,0,11.021790266037,14.7947380065918,0,"Phymaturus tenebrosus","GBIF",1758,-40.9479412419269
"Phymaturus_tenebrosus_IUCN","Te_best",NA,"Terrestrial",24.5947380065918,36.9260635375977,39.9,-1.14184737205505,9.87994289398193,9.8,-12.3313255310059,0,0,15.3052619934082,0,11.021790266037,14.7947380065918,0,"Phymaturus tenebrosus","IUCN",2046,-40.890719821
"Phymaturus_zapalensis_GBIF","Te_best",NA,"Terrestrial",28.458812713623,36.92626953125,42.4,1.17574226856232,8.93058395385742,8.9,-8.467456817627,0,0,13.941187286377,0,7.7548416852951,19.558812713623,0,"Phymaturus zapalensis","GBIF",9646,-39.7065451908183
"Phymaturus_zapalensis_IUCN","Te_best",NA,"Terrestrial",28.458812713623,36.92626953125,42.4,-0.931045591831207,8.93058395385742,8.9,-8.467456817627,0,0,13.941187286377,0,9.86162954568863,19.558812713623,0,"Phymaturus zapalensis","IUCN",6475,-39.4286127115
"Platysaurus_intermedius_IUCN","Te_best",NA,"Terrestrial",34.8663330078125,44.7806091308594,44.8,3.39261865615845,8.84028244018555,8.8,-9.9142761230469,0,0,9.9336669921875,0,5.4476637840271,26.0663330078125,0,"Platysaurus intermedius","IUCN",391376,-21.9959567625
"Plestiodon_chinensis_IUCN","Te_best",NA,"Terrestrial",35.1866188049316,42.2707443237305,42.3,-7.82289266586304,6.46972227096558,6.3,-7.0841255187989,0,0,7.1133811950684,0,14.2926149368286,28.8866188049316,0,"Plestiodon chinensis","IUCN",2247769,28.0595633365
"Plestiodon_elegans_IUCN","Te_best",NA,"Terrestrial",35.1901206970215,41.889087677002,41.9,-7.8154354095459,9.32127380371094,9.3,-6.6989669799805,0,0,6.7098793029785,0,17.1367092132568,25.8901206970215,0,"Plestiodon elegans","IUCN",3092054,30.7924871925001
"Plestiodon_gilberti_IUCN","Te_best",NA,"Terrestrial",43.3237495422363,42.1670112609863,42.3,-1.30147755146027,7.74724626541138,7.7,0,1.15673828125,1.0237495422363,0,0,9.04872381687165,35.6237495422363,0,"Plestiodon gilberti","IUCN",216396,35.2476718035001
"Podarcis_muralis_IUCN","Te_best",NA,"Terrestrial",34.3666534423828,40.2776679992676,44.2,-8.73102569580078,5.91263008117676,5.9,-5.9110145568848,0,0,9.8333465576172,0,14.6436557769775,28.4666534423828,0,"Podarcis muralis","IUCN",1831067,44.084485593
"Prinerigone_vagans_GBIF","Te_best",NA,"Terrestrial",24.0821323394775,35.8969688415527,35.9,-2.28896951675415,-8.08736133575439,-8.1,-11.8148365020752,0,0,11.8178676605225,-5.79839181900024,0,0,-5.81103048324585,"Prinerigone vagans","GBIF",193078,51.8532944361072
"Protobothrops_mucrosquamatus_IUCN","Te_best",NA,"Terrestrial",43.5061836242676,38.1878204345703,38.2,-7.85310554504395,5.30431222915649,5.3,0,5.3183631896973,5.3061836242676,0,0,13.1574177742004,38.2061836242676,0,"Protobothrops mucrosquamatus","IUCN",3572457,28.422616895
"Psammodromus_algirus_IUCN","Te_best",NA,"Terrestrial",42.5265579223633,43.4878082275391,43.5,4.11480093002319,7.03092002868652,7,-0.961250305175795,0,0,0.973442077636697,0,2.91611909866333,35.5265579223633,0,"Psammodromus algirus","IUCN",585059,33.129005226
"Psammodromus_hispanicus_IUCN","Te_best",NA,"Terrestrial",35.760627746582,45.4439277648926,45.5,-8.42610263824463,8.82128143310547,8.8,-9.6833000183106,0,0,9.739372253418,0,17.2473840713501,26.960627746582,0,"Psammodromus hispanicus","IUCN",488894,40.2736355930001
"Pseudacris_cadaverina_IUCN","Te_best",NA,"Terrestrial",37.4268264770508,36.6250457763672,36.8,7.09722566604614,-1.39990055561066,-1.4,0,0.801780700683601,0.626826477050805,0,-8.4971262216568,0,0,-8.49722566604614,"Pseudacris cadaverina","IUCN",63751,32.8212265295001
"Pseudacris_regilla_IUCN","Te_best",NA,"Terrestrial",37.5186004638672,36.5982933044434,36.6,-6.06674337387085,-0.997257590293884,-1,0,0.9203071594238,0.9186004638672,0,0,5.06948578357697,38.5186004638672,0,"Pseudacris regilla","IUCN",1543994,39.4166402815
"Pseudemoia_entrecasteauxii_GBIF","Te_best",NA,"Terrestrial",36.4061241149902,41.4397964477539,42.1,3.42728114128113,2.95630979537964,2.5,-5.0336723327637,0,0,5.6938758850098,-0.47097134590149,0,0,-0.92728114128113,"Pseudemoia entrecasteauxii","GBIF",1017724,-36.8862419382866
"Pseudemoia_entrecasteauxii_IUCN","Te_best",NA,"Terrestrial",34.6310577392578,41.4397964477539,42.1,3.42728114128113,2.95630979537964,2.5,-6.8087387084961,0,0,7.4689422607422,-0.47097134590149,0,0,-0.92728114128113,"Pseudemoia entrecasteauxii","IUCN",582019,-37.6590172825
"Pseudemoia_spenceri_IUCN","Te_best",NA,"Terrestrial",31.7001323699951,41.4401321411133,42.3,3.77928447723389,2.95544052124023,2.3,-9.7399997711182,0,0,10.5998676300049,-0.82384395599366,0,0,-1.47928447723389,"Pseudemoia spenceri","IUCN",132998,-36.1054946794999
"Pseudemoia_spenceri_GBIF","Te_best",NA,"Terrestrial",33.8576469421387,41.4401321411133,42.3,3.77928447723389,2.95544052124023,2.3,-7.5824851989746,0,0,8.4423530578613,-0.82384395599366,0,0,-1.47928447723389,"Pseudemoia spenceri","GBIF",314907,-35.6889149120089
"Pseudonaja_textilis_IUCN","Te_best",NA,"Terrestrial",40.9119911193848,40.9119911193848,42.4,-8.31205558776855,3.87804675102234,3.5,0,0,0,1.4880088806152,0,12.1901023387909,37.4119911193848,0,"Pseudonaja textilis","IUCN",3191160,-25.674035752
"Rana_cascadae_IUCN","Te_best",NA,"Terrestrial",33.7409591674805,33.5877799987793,33.6,-5.36965751647949,-0.999622821807861,-1,0,0.1531791687012,0.140959167480496,0,0,4.37003469467163,34.7409591674805,0,"Rana cascadae","IUCN",113889,44.4384598915001
"Rana_pretiosa_IUCN","Te_best",NA,"Terrestrial",27.2486267089844,34.7636947631836,34.8,-5.3915548324585,-0.998671770095825,-1,-7.5150680541992,0,0,7.5513732910156,0,4.39288306236267,28.2486267089844,0,"Rana pretiosa","IUCN",62528,45.0841598285
"Rankinia_diemensis_IUCN","Te_best",NA,"Terrestrial",33.8576469421387,41.4401817321777,44.8,3.42678022384644,3.28026723861694,3.1,-7.582534790039,0,0,10.9423530578613,-0.1465129852295,0,0,-0.32678022384644,"Rankinia diemensis","IUCN",332897,-37.0092643385
"Sceloporus_graciosus_IUCN","Te_best",NA,"Terrestrial",43.1038246154785,42.410041809082,43,-8.02430152893066,9.14323139190674,9.1,0,0.693782806396499,0.103824615478501,0,0,17.1675329208374,34.0038246154785,0,"Sceloporus graciosus","IUCN",1461397,40.5884107895
"Sceloporus_malachiticus_IUCN","Te_best",NA,"Terrestrial",37.4768180847168,37.4768180847168,42.8,10.2477560043335,9.98357105255127,9.7,0,0,0,5.3231819152832,-0.26418495178223,0,0,-0.5477560043335,"Sceloporus malachiticus","IUCN",44000,12.210648116
"Sceloporus_merriami_IUCN","Te_best",NA,"Terrestrial",39.9346237182617,40.1576461791992,41.5,7.23917102813721,14.1246109008789,14.1,-0.2230224609375,0,0,1.5653762817383,0,6.88543987274169,25.8346237182617,0,"Sceloporus merriami","IUCN",143789,28.6531385135001
"Sceloporus_occidentalis_IUCN","Te_best",NA,"Terrestrial",43.3179321289062,43.3179321289062,44.1,-6.02157497406006,4.83488988876343,4.8,0,0,0,0.782067871093801,0,10.8564648628235,38.5179321289062,0,"Sceloporus occidentalis","IUCN",1007976,38.4105152680001
"Sceloporus_undulatus_IUCN","Te_best",NA,"Terrestrial",43.239330291748,40.1574363708496,40.4,-8.33209800720215,11.4094476699829,11.4,0,3.08189392089839,2.839330291748,0,0,19.7415456771851,31.839330291748,0,"Sceloporus undulatus","IUCN",4098308,33.6857207805
"Sceloporus_variabilis_IUCN","Te_best",NA,"Terrestrial",38.0920372009277,42.4101448059082,43.1,7.38368606567383,10.2489223480225,10.2,-4.3181076049805,0,0,5.0079627990723,0,2.86523628234867,27.8920372009277,0,"Sceloporus variabilis","IUCN",758205,19.871451299
"Scotina_gracilipes_GBIF","Te_best",NA,"Terrestrial",25.5258636474609,40.2599830627441,41.4,-17.22727394104,-6.89470624923706,-6.9,-14.7341194152832,0,0,15.8741363525391,0,10.3325676918029,32.4258636474609,0,"Scotina gracilipes","GBIF",1013433,56.1790486938401
"Spea_hammondii_IUCN","Te_best",NA,"Terrestrial",22.4316463470459,32.7037010192871,40.3,-9.12910652160645,0.0315653942525387,0,-10.2720546722412,0,0,17.8683536529541,0,9.16067191585899,22.4316463470459,0,"Spea hammondii","IUCN",122001,35.2312285305001
"Sphaerodactylus_gaigeae_IUCN","Te_best",NA,"Terrestrial",-Inf,37.4613914489746,38.2,Inf,12.913519859314,12.5,-Inf,0,0,Inf,-Inf,0,0,-Inf,"Sphaerodactylus gaigeae","IUCN",3302,18.2145555
"Sphaerodactylus_klauberi_IUCN","Te_best",NA,"Terrestrial",-Inf,36.1876106262207,36.3,Inf,10.5320730209351,10.4,-Inf,0,0,Inf,-Inf,0,0,-Inf,"Sphaerodactylus klauberi","IUCN",3212,18.272124624
"Sphaerodactylus_macrolepis_IUCN","Te_best",NA,"Terrestrial",-Inf,37.4656829833984,39.4,Inf,12.8925771713257,11.3,-Inf,0,0,Inf,-Inf,0,0,-Inf,"Sphaerodactylus macrolepis","IUCN",7942,18.2115835
"Sphaerodactylus_nicholsi_IUCN","Te_best",NA,"Terrestrial",-Inf,37.458381652832,39.5,Inf,12.9288692474365,11.4,-Inf,0,0,Inf,-Inf,0,0,-Inf,"Sphaerodactylus nicholsi","IUCN",1203,18.2252252535
"Sphaerodactylus_roosevelti_GBIF","Te_best",NA,"Terrestrial",-Inf,37.4669990539551,39.3,Inf,12.8863801956177,10.5,-Inf,0,0,Inf,-Inf,0,0,-Inf,"Sphaerodactylus roosevelti","GBIF",954,18.0276593325736
"Sphaerodactylus_roosevelti_IUCN","Te_best",NA,"Terrestrial",-Inf,37.4669990539551,39.3,Inf,12.8863801956177,10.5,-Inf,0,0,Inf,-Inf,0,0,-Inf,"Sphaerodactylus roosevelti","IUCN",452,17.9632639605
"Sphaerodactylus_townsendi_IUCN","Te_best",NA,"Terrestrial",-Inf,37.4628715515137,42.1,Inf,12.9061765670776,11.4,-Inf,0,0,Inf,-Inf,0,0,-Inf,"Sphaerodactylus townsendi","IUCN",1056,18.1736945
"Sphenomorphus_incognitus_IUCN","Te_best",NA,"Terrestrial",35.1886024475098,39.2476196289062,39.3,-7.8186936378479,12.0219402313232,12,-4.0590171813964,0,0,4.1113975524902,0,19.8406338691711,23.1886024475098,0,"Sphenomorphus incognitus","IUCN",1538455,25.0030408015
"Sphenomorphus_indicus_GBIF","Te_best",NA,"Terrestrial",41.4545593261719,37.5220718383789,37.6,-9.1352596282959,3.10524868965149,3.1,0,3.932487487793,3.8545593261719,0,0,12.2405083179474,38.3545593261719,0,"Sphenomorphus indicus","GBIF",5015540,19.1033525343431
"Sphenomorphus_indicus_GARD","Te_best",NA,"Terrestrial",41.4545593261719,37.5220718383789,37.6,-9.94095325469971,3.10524868965149,3.1,0,3.932487487793,3.8545593261719,0,0,13.0462019443512,38.3545593261719,0,"Sphenomorphus indicus","GARD",5904450,19.7723983527519
"Stemonyphantes_lineatus_GBIF","Te_best",NA,"Terrestrial",25.7986545562744,40.2647933959961,40.5,-17.2740821838379,-13.2919569015503,-13.3,-14.4661388397217,0,0,14.7013454437256,0,3.9821252822876,39.0986545562744,0,"Stemonyphantes lineatus","GBIF",1841582,55.4341617529814
"Takydromus_hsuehshanensis_IUCN","Te_best",NA,"Terrestrial",25.6070537567139,42.226016998291,43.5,14.1206884384155,3.20781779289246,2.5,-16.6189632415771,0,0,17.8929462432861,-10.912870645523,0,0,-11.6206884384155,"Takydromus hsuehshanensis","IUCN",2460,24.2243269205
"Takydromus_septentrionalis_IUCN","Te_best",NA,"Terrestrial",35.9239463806152,44.4610366821289,44.5,-12.8925428390503,4.90132761001587,4.9,-8.5370903015137,0,0,8.5760536193848,0,17.7938704490662,31.0239463806152,0,"Takydromus septentrionalis","IUCN",2789522,31.7394890015001
"Takydromus_sexlineatus_IUCN","Te_best",NA,"Terrestrial",41.4470252990723,42.1923446655273,42.2,-8.04884243011475,6.41634893417358,6.4,-0.745319366455,0,0,0.752974700927702,0,14.4651913642883,35.0470252990723,0,"Takydromus sexlineatus","IUCN",3721166,9.57302511200004
"Tarentola_boettgeri_IUCN","Te_best",NA,"Terrestrial",-Inf,29.6692790985107,42.1,Inf,7.45676422119141,7.1,-Inf,0,0,Inf,-Inf,0,0,-Inf,"Tarentola boettgeri","IUCN",1756,28.8969855930001
"Thamnophis_elegans_IUCN","Te_best",NA,"Terrestrial",43.1335639953613,42.4294395446777,43.1,-8.12082862854004,2.01931190490723,2,0,0.704124450683601,0.0335639953612983,0,0,10.1401405334473,41.1335639953613,0,"Thamnophis elegans","IUCN",2537950,43.8473643265
"Thamnophis_ordinoides_IUCN","Te_best",NA,"Terrestrial",31.2589015960693,38.7315330505371,38.9,-3.5009298324585,4.21406650543213,4.2,-7.4726314544678,0,0,7.6410984039307,0,7.71499633789063,27.0589015960693,0,"Thamnophis ordinoides","IUCN",194130,45.9666314635001
"Thamnophis_sirtalis_IUCN","Te_best",NA,"Terrestrial",41.253360748291,38.7326927185059,38.9,-8.38258361816406,4.20195436477661,4.2,0,2.5206680297851,2.353360748291,0,0,12.5845379829407,37.053360748291,0,"Thamnophis sirtalis","IUCN",8248977,43.0123458415001
"Tiliqua_nigrolutea_GBIF","Te_best",NA,"Terrestrial",35.3291282653809,41.4683227539062,42.5,3.38626408576965,5.20343780517578,5.2,-6.1391944885253,0,0,7.1708717346191,0,1.81717371940613,30.1291282653809,0,"Tiliqua nigrolutea","GBIF",661450,-37.6103996904468
"Tiliqua_nigrolutea_IUCN","Te_best",NA,"Terrestrial",33.8572654724121,41.4683227539062,42.5,3.38626408576965,5.20343780517578,5.2,-7.6110572814941,0,0,8.6427345275879,0,1.81717371940613,28.6572654724121,0,"Tiliqua nigrolutea","IUCN",357750,-37.492573321
"Tiliqua_rugosa_GBIF","Te_best",NA,"Terrestrial",41.4677429199219,41.4677429199219,43,-8.51643657684326,3.71210432052612,3.5,0,0,0,1.5322570800781,0,12.2285408973694,37.9677429199219,0,"Tiliqua rugosa","GBIF",5859198,-28.2684153729021
"Tiliqua_rugosa_IUCN","Te_best",NA,"Terrestrial",40.1504173278809,41.4677429199219,43,-8.51643657684326,3.71210432052612,3.5,-1.317325592041,0,0,2.8495826721191,0,12.2285408973694,36.6504173278809,0,"Tiliqua rugosa","IUCN",2858850,-30.0269519255
"Tlalocohyla_smithii_IUCN","Te_best",NA,"Terrestrial",35.8896255493164,37.6592178344727,42.5,3.18174314498901,5.0531792640686,5,-1.7695922851563,0,0,6.6103744506836,0,1.87143611907959,30.8896255493164,0,"Tlalocohyla smithii","IUCN",260451,20.7333486045001
"Trapelus_savignii_IUCN","Te_best",NA,"Terrestrial",37.3483352661133,43.3383140563965,47.2,2.57439398765564,12.103310585022,12,-5.9899787902832,0,0,9.8516647338867,0,9.52891659736636,25.3483352661133,0,"Trapelus savignii","IUCN",36705,31.2360405495
"Uta_stansburiana_GBIF","Te_best",NA,"Terrestrial",43.3135452270508,43.3135452270508,43.7,-8.01343631744385,7.80110549926758,7.8,0,0,0,0.3864547729492,0,15.8145418167114,35.5135452270508,0,"Uta stansburiana","GBIF",3773780,36.2118436608121
"Uta_stansburiana_IUCN","Te_best",NA,"Terrestrial",43.3135452270508,43.3135452270508,43.7,-8.01343631744385,7.80110549926758,7.8,0,0,0,0.3864547729492,0,15.8145418167114,35.5135452270508,0,"Uta stansburiana","IUCN",2078485,35.227160181
"Varanus_varius_IUCN","Te_best",NA,"Terrestrial",36.9841194152832,41.4729156494141,43.7,-9.83762168884277,5.00107717514038,5,-4.48879623413089,0,0,6.7158805847168,0,14.8386988639832,31.9841194152832,0,"Varanus varius","IUCN",1265039,-26.8527280279999
"Varanus_varius_GBIF","Te_best",NA,"Terrestrial",40.4623603820801,41.4729156494141,43.7,-9.83762168884277,5.00107717514038,5,-1.010555267334,0,0,3.2376396179199,0,14.8386988639832,35.4623603820801,0,"Varanus varius","GBIF",2922144,-26.6804026504604
"Xantusia_riversiana_IUCN","Te_best",NA,"Terrestrial",-Inf,37.8743476867676,39,Inf,6.76823854446411,6.6,-Inf,0,0,Inf,-Inf,0,0,-Inf,"Xantusia riversiana","IUCN",208,33.1440563090001
