Family,species,mean annual temeprature,mean body temperature,mean seasonal temperature,activity period,latitudinal centroid,maximum body mass,mean female mass,hatchling mass,basis of female mass estimate,insular endemic?,Activity time,substrate,diet,reproduction,Red List status,Population trend,mean body temperature,body temperatrue references
Phrynosomatidae,Uma paraphygas,19.1,35.5,22.6,mar_sep,27.0,1.32,0.60,0.06,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NT,unknown,35.5,Sinervo et al. 2010 (own data)
Phrynosomatidae,Uma scoparia,19.4,36.7,23.2,mar_sep,35.0,1.65,1.28,NA,female SVL,no,Diurnal,air,Omnivorous,Oviparous,LC,stable,36.7,"Jones and Lovich 2009, Huey and Pianka 2007, Pianka 1986, Curry-Lindahl 1979, Brattstrom 1965"
Phrynosomatidae,Urosaurus auriculatus,23.9,36.3,23.9,all,19.0,1.15,0.64,NA,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,EN,decreasing,36.3,"Curry-Lindahl 1979, Brattstrom 1965"
Phrynosomatidae,Urosaurus clarionensis,24.7,36.4,24.7,all,18.0,0.91,0.73,0.06,mean species SVL,yes,Diurnal,air,Carnivorous,Oviparous,VU,unknown,36.4,Brattstrom 1965
Phrynosomatidae,Urosaurus graciosus,19.8,36.6,23.9,mar_sep,34.0,1.05,0.71,-0.16,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,36.6,"Jones and Lovich 2009, Huey and Pianka 2007, Pianka 1986"
Phrynosomatidae,Urosaurus nigricaudus,19.6,34.9,22.8,mar_sep,28.0,0.72,0.46,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,34.9,"Curry-Lindahl 1979, Soule 1963, Brattstrom 1965 (microscutatus)"
Phrynosomatidae,Urosaurus ornatus,15.7,35.8,21.5,mar_sep,33.0,1.07,0.60,-0.33,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,35.8,"Pianka 1986, Degenhardt et al. 1996, Curry-Lindahl 1979, Brattstrom 1965"
Phrynosomatidae,Uta palmeri,23.3,38.0,26.1,mar_sep,29.0,1.28,0.92,NA,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,VU,stable,38.0,Ferguson 1971
Phrynosomatidae,Uta stansburiana,14.7,36.0,20.2,mar_sep,35.0,1.20,0.59,-0.29,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,36.0,"Soule 1963, Pianka 1986, Curry-Lindahl 1979, Cunningham 1966, Brattstrom 1965, Ferguson 1971"
Phrynosomatidae,Uta stejnegeri,16.6,33.2,21.1,mar_sep,31.0,0.91,0.60,-0.26,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,33.2,Brattstrom 1965
Phyllodactylidae,Gymnodactylus amarali,25.1,30.8,25.1,all,-12.5,0.57,0.19,-0.68,female SVL,no,Nocturnal,air,Carnivorous,Oviparous,NE,NE,30.8,"Mesquita et al. 2006, Colli et al. 2003, Rocha et al. 2009"
Phyllodactylidae,Gymnodactylus geckoides,23.6,31.9,23.6,all,-8.1,0.57,0.27,-0.65,female SVL,no,Cathemeral,air,Carnivorous,Oviparous,NE,NE,31.9,"Colli et al. 2003, Vitt 1995"
Phyllodactylidae,Homonota darwinii,10.1,23.0,14.2,oct_apr,-44.0,0.57,0.13,-0.60,female SVL,no,Nocturnal,air,Carnivorous,Oviparous,NE,NE,23.0,Ibarguengoytia et al. 2007
Phyllodactylidae,Homonota gaudichaudii,13.4,24.5,15.6,oct_apr,-27.0,0.38,0.08,-1.04,female SVL,no,Nocturnal,air,Carnivorous,Oviparous,NE,NE,24.5,Labra et al. 2008
Phyllodactylidae,Homonota underwoodi,16.4,23.9,20.7,oct_apr,-31.0,0.48,0.25,NA,mean species SVL,no,Nocturnal,air,Carnivorous,Oviparous,NE,NE,23.9,"Werner et al. 1996, Aguilar and Cruz 2010"
Phyllodactylidae,Phyllodactylus kofordi,22.0,21.7,22.0,all,-5.0,0.35,0.13,-0.82,female SVL,no,Nocturnal,air,Carnivorous,Oviparous,NE,NE,21.7,"Werner et al. 1996, Angilletta and Werner 1998"
Phyllodactylidae,Phyllodactylus lanei,24.1,27.5,24.1,all,19.0,1.05,0.76,-0.57,female SVL,no,Nocturnal,air,Carnivorous,Oviparous,LC,stable,27.5,Mautz 1982
Phyllodactylidae,Phyllodactylus microphyllus,18.6,23.2,18.6,all,-8.0,0.64,0.36,-0.51,female SVL,no,Nocturnal,air,Carnivorous,Oviparous,NE,NE,23.2,"Werner et al. 1996, Angilletta and Werner 1998"
Phyllodactylidae,Phyllodactylus reissii,16.9,21.3,16.9,all,-5.0,0.96,0.63,-0.57,female SVL,no,Nocturnal,air,Carnivorous,Oviparous,LC,unknown,21.3,"Werner et al. 1996, Angilletta and Werner 1998"
Phyllodactylidae,Phyllodactylus tuberculosus,21.2,22.7,21.2,all,19.0,1.32,0.99,-0.51,female SVL,no,Nocturnal,air,Carnivorous,Oviparous,NE,NE,22.7,Brattstrom 1965
Phyllodactylidae,Phyllopezus pollicaris,24.2,27.4,24.2,all,-18.0,1.25,0.91,-0.17,female SVL,no,Cathemeral,air,Carnivorous,Oviparous,NE,NE,27.4,"Vitt 1995, Recoder et al. 2012"
Phyllodactylidae,Ptyodactylus guttatus,20.5,27.6,24.1,mar_sep,29.0,1.20,0.82,-0.30,female SVL,no,Cathemeral,air,Carnivorous,Oviparous,NE,NE,27.6,"Werner and Goldblatt 1978, Meiri, own data"
Phyllodactylidae,Ptyodactylus hasselquistii,23.5,30.0,27.1,mar_sep,24.0,1.38,0.77,-0.04,female SVL,no,Cathemeral,air,Carnivorous,Oviparous,NE,NE,30.0,Arad 1995
Phyllodactylidae,Ptyodactylus puiseuxi,17.8,31.5,21.5,mar_sep,33.0,1.17,0.78,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,31.5,"Meiri, own data"
Phyllodactylidae,Tarentola boettgeri,18.7,19.8,19.7,mar_sep,28.0,0.95,0.66,-0.29,female SVL,yes,Nocturnal,air,Carnivorous,Oviparous,LC,stable,19.8,Brown 1996
Phyllodactylidae,Tarentola chazaliae,21.2,22.0,21.4,mar_sep,26.0,0.82,0.55,-0.62,female SVL,no,Nocturnal,air,Carnivorous,Oviparous,NE,NE,22.0,Schleich et al. 1996
Phyllodactylidae,Tarentola delalandii,17.7,23.0,19.0,mar_sep,28.0,1.10,0.91,-0.48,female SVL,yes,Cathemeral,air,Carnivorous,Oviparous,LC,stable,23.0,Salvador 2009
Phyllodactylidae,Tarentola mauritanica,15.9,25.2,19.3,mar_sep,37.0,1.13,0.76,-0.68,female SVL,no,Cathemeral,air,Carnivorous,Oviparous,LC,stable,25.2,"Schleich et al. 1996, Gil et al., 1994, Arad et al. 1997"
Phyllodactylidae,Thecadactylus rapicauda,24.9,27.0,24.9,all,0.0,1.60,1.43,-0.01,female SVL,no,Nocturnal,air,Carnivorous,Oviparous,NE,NE,27.0,"Vitt and Zani 1997, Henderson and Powell 2009, Savage 2002, Vitt and Zani 1996, Rocha et al. 2009"
Polychrotidae,Anolis acutus,26.1,30.2,26.1,all,18.0,0.80,0.23,-0.72,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.2,"Henderson and Powell 2009, Ruibal and Philibosian 1974"
Polychrotidae,Anolis aeneus,26.3,31.6,26.3,all,6.0,1.02,0.33,-0.60,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,31.6,"Henderson and Powell 2009, Losos 2009"
Polychrotidae,Anolis allisoni,25.2,33.1,25.2,all,21.0,1.31,0.58,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,33.1,"Henderson and Powell 2009, Ruibal 1961, Brattstrom 1965"
Polychrotidae,Anolis allogus,24.7,28.6,24.7,all,21.0,0.72,0.21,-0.81,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,LC,unknown,28.6,"Henderson and Powell 2009, Losos 2009, Schettino et al. 2010, Ruibal 1961, Clark 1973, Brattstrom 1965"
Polychrotidae,Anolis alutaceus,24.3,28.9,24.3,all,22.0,0.37,-0.08,-1.11,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,28.9,Schettino et al. 2010
Polychrotidae,Anolis angusticeps,24.8,30.8,24.8,all,22.0,0.50,0.07,-1.08,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.8,"Henderson and Powell 2009, Schettino et al. 2010"
Polychrotidae,Anolis auratus,24.0,32.3,24.0,all,5.0,0.59,0.36,-0.77,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.3,"Vitt and de Carvalho 1995, Rocha et al. 2009"
Polychrotidae,Anolis bahorucoensis,23.0,25.4,23.0,all,18.0,0.45,0.05,-0.85,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,25.4,"Henderson and Powell 2009, Cast et al. 2000, Sifers et al. 2001"
Polychrotidae,Anolis barbatus,24.2,29.8,24.2,all,22.0,1.99,1.57,0.36,female SVL,yes,Diurnal,air,Herbivorous,Oviparous,NE,NE,29.8,"Henderson and Powell 2009, Schettino et al. 2010"
Polychrotidae,Anolis barbouri,22.6,25.2,22.6,all,18.0,0.55,0.30,-0.95,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,25.2,Henderson and Powell 2009
Polychrotidae,Anolis barkeri,23.7,24.2,23.7,all,18.0,1.32,0.83,-0.07,female SVL,no,Diurnal,water,Carnivorous,Oviparous,VU,decreasing,24.2,"Birt et al. 2001, Birt et al. 2001"
Polychrotidae,Anolis bartschi,24.3,26.1,24.3,all,22.0,1.02,0.64,-0.72,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,NE,NE,26.1,Henderson and Powell 2009
Polychrotidae,Anolis bimaculatus,25.8,32.7,25.8,all,17.0,1.99,0.68,-0.43,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,LC,unknown,32.7,"Henderson and Powell 2009, Losos 2009"
Polychrotidae,Anolis bonairensis,27.3,33.4,27.3,all,14.0,0.94,0.54,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,33.4,Bennett and Gorman 1979
Polychrotidae,Anolis brasiliensis,24.8,30.6,24.8,all,-12.1,0.94,0.77,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.6,Vitt et al. 2008
Polychrotidae,Anolis brevirostris,23.8,30.6,23.8,all,18.0,0.50,0.20,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.6,Henderson and Powell 2009
Polychrotidae,Anolis capito,24.0,28.8,24.0,all,13.0,1.31,1.11,-0.46,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,28.8,Vitt and Zani 2005
Polychrotidae,Anolis carolinensis,18.4,28.2,23.6,mar_sep,32.0,0.94,0.40,-0.64,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,28.2,"van Berkum 1988, Brattstrom 196"
Polychrotidae,Anolis chrysolepis,24.9,29.0,24.9,all,1.0,1.12,0.76,-0.41,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,29.0,"Fitch 1968, Vitt et al. 2001, Vitt and Zani 1996, Rocha et al. 2009"
Polychrotidae,Anolis coelestinus,24.0,28.9,24.0,all,18.0,1.09,0.56,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,28.9,"Henderson and Powell 2009, Sifers et al. 2001"
Polychrotidae,Anolis conspersus,26.4,31.1,26.4,all,19.0,0.96,0.18,-0.62,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,NE,NE,31.1,Losos et al. 1993
Polychrotidae,Anolis cooki,26.0,30.3,26.0,all,18.0,0.85,0.29,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.3,"Henderson and Powell 2009, Hertz et al. 1993, Huey and Webster 1976, Blouin-Demers and Nadeau 2005"
Polychrotidae,Anolis cristatellus,24.6,28.4,24.6,all,20.0,0.99,0.45,-0.62,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,NE,NE,28.4,"Hertz et al. 1993, Fitch 1989, Huey and Webster 1976, Rand 1964, Blouin-Demers and Nadeau 2005, Hertz 1983"
Polychrotidae,Anolis cupreus,24.2,27.9,24.2,all,13.0,0.59,0.16,-0.88,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,27.9,"van Berkum 1988, Savage 2002, Clark 1973"
Polychrotidae,Anolis cybotes,23.9,29.7,23.9,all,19.0,1.04,0.38,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,29.7,"Henderson and Powell 2009, Cast et al. 2000, Sifers et al. 2001, see Hertz 1983, Hertz 1980"
Polychrotidae,Anolis distichus,23.9,29.0,23.9,all,20.0,0.62,0.24,-0.81,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,29.0,"Henderson and Powell 2009, Cast et al. 2000, Sifers et al. 2001, Fitch 1989"
Polychrotidae,Anolis evermanni,23.5,24.5,23.5,all,18.0,0.99,0.36,-0.75,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,24.5,"Henderson and Powell 2009, Rand 1964, Hertz 1983"
Polychrotidae,Anolis fuscoauratus,24.2,28.5,24.2,all,-1.0,0.47,0.25,-1.03,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,28.5,"Vitt and Zani 1996, Rocha et al. 2009"
Polychrotidae,Anolis gingivinus,26.9,29.6,26.9,all,18.0,0.89,0.37,NA,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,NE,NE,29.6,Henderson and Powell 2009
Polychrotidae,Anolis grahami,24.6,31.2,24.6,all,18.0,0.94,0.28,-0.85,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,LC,unknown,31.2,Henderson and Powell 2009
Polychrotidae,Anolis gundlachi,23.5,24.3,23.5,all,18.0,0.96,0.27,-0.92,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,24.3,"Henderson and Powell 2009, Hertz et al. 1993, Huey and Webster 1976, Blouin-Demers and Nadeau 2005, Rand 1964, Hertz 1983"
Polychrotidae,Anolis homolechis,24.7,30.2,24.7,all,22.0,0.85,0.10,-0.99,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.2,"Henderson and Powell 2009, Schettino et al. 2010, Ruibal 1961, see Hertz 1983, Brattstrom 1965"
Polychrotidae,Anolis humilis,24.4,24.0,24.7,all,9.0,0.42,0.08,-0.98,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,24.0,"Savage 2002, Vitt et al. 2002"
Polychrotidae,Anolis intermedius,20.8,25.5,20.8,all,10.1,0.52,0.30,-0.88,female SVL,no,Diurnal,air,NA,Oviparous,NE,NE,25.5,"van Berkum 1988, Savage 2002, Clark 1973"
Polychrotidae,Anolis jubar,25.0,31.7,25.0,all,21.0,0.70,0.24,NA,female SVL,yes,Diurnal,air,NA,Oviparous,NE,NE,31.7,Henderson and Powell 2009
Polychrotidae,Anolis krugi,23.8,28.7,23.8,all,18.0,0.55,0.04,-1.03,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,28.7,Rand 1964
Polychrotidae,Anolis lemurinus,24.5,21.0,24.5,all,15.0,1.01,0.74,-0.49,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,21.0,Savage 2002
Polychrotidae,Anolis limifrons,23.8,27.6,23.8,all,11.0,0.45,0.19,-1.09,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,27.6,"Ballinger et al. 1970, van Berkum 1988, Savage 2002, Clark 1973"
Polychrotidae,Anolis lineatopus,24.3,29.3,24.3,all,18.0,0.91,0.32,-0.68,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,29.3,"Henderson and Powell 2009, Rand 1967, Rand 1967b"
Polychrotidae,Anolis lionotus,23.7,26.2,23.7,all,11.0,0.99,0.71,-0.57,female SVL,no,Diurnal,water,Carnivorous,Oviparous,LC,unknown,26.2,Campbell 1973
Polychrotidae,Anolis litoralis,24.4,33.4,24.4,all,20.1,0.37,-0.03,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,33.4,Henderson and Powell 2009
Polychrotidae,Anolis longiceps,26.4,32.2,26.4,all,18.0,1.07,NA,NA,NA,yes,Diurnal,air,Carnivorous,Oviparous,VU,stable,32.2,"Henderson and Powell 2009, Powell 1999"
Polychrotidae,Anolis longitibialis,24.2,32.2,24.2,all,20.0,0.89,0.61,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.2,Henderson and Powell 2009
Polychrotidae,Anolis loysiana,24.1,29.0,24.1,all,21.7,0.47,0.03,-1.03,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,29.0,"Henderson and Powell 2009, Schettino et al. 2010"
Polychrotidae,Anolis lucius,24.7,28.0,24.7,all,22.0,0.85,0.47,-0.46,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,28.0,"Henderson and Powell 2009, Ruibal 1961, Clark 1973, Brattstrom 1965"
Polychrotidae,Anolis luteogularis,24.8,29.4,24.8,all,22.0,2.14,1.66,NA,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,NE,NE,29.4,"Henderson and Powell 2009, Schettino et al. 2010"
Polychrotidae,Anolis marcanoi,23.4,35.7,23.4,all,18.0,0.76,0.62,NA,mean species mass,yes,Diurnal,air,NA,Oviparous,NE,NE,35.7,Henderson and Powell 2009
Polychrotidae,Anolis marmoratus,25.5,29.9,25.5,all,5.0,1.10,0.39,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,29.9,Huey and Webster 1975
Polychrotidae,Anolis maynardi,26.2,31.8,26.2,all,20.0,0.96,0.45,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,31.8,Herrel et al. 2011
Polychrotidae,Anolis mestrei,24.4,27.8,24.4,all,23.0,0.66,0.23,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,27.8,"Henderson and Powell 2009, Schettino et al. 2010"
Polychrotidae,Anolis monensis,25.5,30.9,25.5,all,18.0,0.66,0.22,-0.75,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,NE,NE,30.9,Henderson and Powell 2009
Polychrotidae,Anolis nebulosus,22.3,30.5,22.3,all,22.0,0.50,0.10,-0.88,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,30.5,Clark 1973
Polychrotidae,Anolis oculatus,24.0,27.4,24.0,all,15.0,1.28,0.47,-0.60,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,LC,unknown,27.4,"Henderson and Powell 2009, Brooks 1968"
Polychrotidae,Anolis olssoni,24.2,31.9,24.2,all,19.0,0.50,0.17,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,LC,unknown,31.9,Henderson and Powell 2009
Polychrotidae,Anolis onca,26.7,33.1,26.7,all,11.0,1.10,0.62,-0.35,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,33.1,Ugueto and Rivas 2010
Polychrotidae,Anolis opalinus,24.4,28.1,24.4,all,18.0,0.57,0.21,-0.79,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,28.1,Rand 1967
Polychrotidae,Anolis ortonii,24.8,31.2,24.8,all,-6.0,0.59,0.29,-0.78,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,31.2,Vitt and Zani 1996
Polychrotidae,Anolis pentaprion,24.5,28.0,24.5,all,13.0,1.02,0.62,-0.57,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,28.0,Brattstrom 1965
Polychrotidae,Anolis poecilopus,24.6,26.5,24.6,all,8.0,0.92,0.65,-0.32,female SVL,no,Diurnal,water,Carnivorous,Oviparous,NE,NE,26.5,Campbell 1973
Polychrotidae,Anolis pogus,26.8,28.3,26.8,all,18.0,0.61,0.15,NA,female SVL,yes,Diurnal,earth,Carnivorous,Oviparous,VU,unknown,28.3,Henderson and Powell 2009
Polychrotidae,Anolis polylepis,23.8,26.7,23.8,all,9.0,0.64,0.30,-0.81,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,26.7,"Savage 2002, Clark 1973"
Polychrotidae,Anolis poncensis,25.3,32.6,25.3,all,18.0,0.37,0.00,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.6,Rand 1964
Polychrotidae,Anolis porcatus,24.5,32.1,24.5,all,22.0,1.25,0.54,-0.63,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,NE,NE,32.1,"Henderson and Powell 2009, Schettino et al. 2010"
Polychrotidae,Anolis proboscis,15.8,23.9,15.8,all,0.0,0.94,0.88,NA,female SVL,no,Diurnal,air,Omnivorous,Oviparous,EN,unknown,23.9,Losos et al. 2012
Polychrotidae,Anolis pulchellus,24.8,32.7,24.8,all,18.0,0.46,0.01,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.7,Rand 1964
Polychrotidae,Anolis punctatus,24.5,28.7,24.5,all,-5.0,1.17,0.92,-0.41,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,28.7,"Vitt and Zani 1996, Rocha et al. 2009, Vitt et al. 2003"
Polychrotidae,Anolis quadriocellifer,25.2,30.9,25.2,all,22.0,0.55,0.19,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.9,Henderson and Powell 2009
Polychrotidae,Anolis richardii,26.4,29.1,26.4,all,12.0,1.74,0.88,-0.23,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,NE,NE,29.1,"Henderson and Powell 2009, Losos 2009"
Polychrotidae,Anolis roquet,25.1,26.5,25.1,all,15.0,1.12,0.48,-0.62,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,26.5,Henderson and Powell 2009
Polychrotidae,Anolis sabanus,25.1,29.4,25.1,all,18.0,1.17,0.39,-0.57,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,NE,NE,29.4,Schall and Staats 2002
Polychrotidae,Anolis sagrei,25.1,30.7,25.1,all,19.0,0.94,0.36,-1.05,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.7,"Henderson and Powell 2009, Losos 2009, Ruibal 1961, Losos et al. 1993, Brattstrom 1965"
Polychrotidae,Anolis scypheus,24.8,27.4,24.8,all,-3.4,1.07,1.11,-0.32,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,27.4,"Avila-Pires 1995, Vitt et al. 2001, Vitt et al. 2002"
Polychrotidae,Anolis semilineatus,23.8,31.5,23.8,all,19.0,0.34,0.01,-0.95,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,LC,unknown,31.5,Henderson and Powell 2009
Polychrotidae,Anolis sericeus,24.5,32.5,24.5,all,17.0,0.47,0.16,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.5,Savage 2002
Polychrotidae,Anolis shrevei,15.8,29.2,15.8,all,19.0,0.66,0.37,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,29.2,Henderson and Powell 2009
Polychrotidae,Anolis smaragdinus,25.3,34.2,26.4,mar_sep,24.0,0.74,0.44,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,34.2,Henderson and Powell 2009
Polychrotidae,Anolis stratulus,24.9,30.0,24.9,all,18.0,0.68,0.12,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.0,Rand 1964
Polychrotidae,Anolis tandai,27.7,25.74,25.74,all,-6.83,0.87,0.8,-0.36,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,25.74,Vitt et al. 2001
Polychrotidae,Anolis taylori,27.7,30.0,27.7,all,17.0,0.99,0.59,-0.15,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,30.0,Mautz 1982
Polychrotidae,Anolis townsendi,23.6,30.9,23.6,all,6.0,0.84,0.25,NA,female SVL,yes,Diurnal,air,NA,Oviparous,NE,NE,30.9,Savage 2002
Polychrotidae,Anolis trachyderma,24.6,27.9,24.6,all,-4.0,0.68,0.50,-0.62,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,27.9,"Vitt and Zani 1996, Rocha et al. 2009, Vitt et al. 2002"
Polychrotidae,Anolis transversalis,24.9,27.6,24.9,all,-4.0,1.28,0.99,0.07,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,27.6,Vitt et al. 2003
Polychrotidae,Anolis tropidolepis,18.0,20.0,18.0,all,10.0,0.64,0.44,-0.72,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,20.0,"van Berkum 1988, Savage 2002"
Polychrotidae,Anolis uniformis,24.5,28.0,24.5,all,17.0,0.15,0.03,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,28.0,Birt et al. 2001
Polychrotidae,Anolis vermiculatus,24.4,27.2,24.4,all,23.0,1.69,0.99,-0.23,female SVL,yes,Diurnal,water,Omnivorous,Oviparous,NE,NE,27.2,"Henderson and Powell 2009, Schettino et al. 2010"
Polychrotidae,Anolis wattsi,26.2,33.7,26.2,all,17.0,0.61,0.23,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,33.7,"Losos 2009, "
Polychrotidae,Polychrus acutirostris,23.8,35.0,23.8,all,-17.0,1.81,1.49,-0.08,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,35.0,Vitt 1995
Pygopodidae,Delma butleri,21.0,31.7,24.4,oct_apr,-27.0,0.68,0.63,0.09,female SVL,no,Cathemeral,air,Carnivorous,Oviparous,NE,NE,31.7,Pianka 2011
Pygopodidae,Delma fraseri,18.0,31.7,20.6,oct_apr,-31.0,0.90,0.76,0.21,female SVL,no,Cathemeral,air,Carnivorous,Oviparous,LC,unknown,31.7,"Pianka 1986, Hailey and Elliot 1995"
Pygopodidae,Delma nasuta,24.5,29.8,24.5,all,-22.0,0.77,0.58,0.24,female SVL,no,Cathemeral,air,Carnivorous,Oviparous,NE,NE,29.8,Pianka 2011
Pygopodidae,Lialis burtonis,21.5,29.0,23.6,oct_apr,-25.0,1.36,1.11,0.46,female SVL,no,Cathemeral,air,Carnivorous,Oviparous,NE,NE,29.0,"Pianka 1986, Pianka 2011"
Pygopodidae,Pygopus nigriceps,21.9,24.8,25.0,oct_apr,-24.0,1.19,1.03,0.49,female SVL,no,Nocturnal,air,Carnivorous,Oviparous,NE,NE,24.8,"Pianka 1986, Pianka 2011"
Scincidae,Ablepharus rueppellii,19.43,32.7,21.2,mar_sep,32.2,0.42,-0.09,-0.92,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,unknown,32.7,"Meiri, own data"
Scincidae,Acontias meleagris,16.4,21.8,18.9,oct_apr,-33.0,1.47,0.88,0.16,female SVL,no,Cathemeral,earth,Carnivorous,Viviparous,NE,NE,21.8,Withers 1981
Scincidae,Asymblepharus himalayanus,2.5,27.5,16.4,mar_sep,35.5,0.77,0.44,NA,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,27.5,"Ouboter 1986, Schleich and Kastle 2002"
Scincidae,Asymblepharus sikimmensis,15.7,29.0,19.0,mar_sep,27.0,0.51,0.32,-1.00,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,29.0,Ouboter 1986
Scincidae,Bassiana duperreyi,12.8,27.3,16.2,oct_apr,-37.0,1.02,0.74,-0.70,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,27.3,Greer 1989
