Genus,Species,Tmax,max_metric,max_interval_after_LT0,Tmax_2,max_metric_2,max_interval_before_LT100,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,tmin,min_metric,min_interval_after_LT0,tmin_2,min_metric_2,min_interval_before_LT100,min_pretreatment,ramp_min,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,Quality of UTNZ,species_full,Genus_old,Species_old,species_full_old,Realm,Realm.1,Realm.2,Entry number
Leptodactylus,melanotus,39.8,ctmax,,,,,30,1,30,-110.7,304.8,Brattstrom_1968,1,5,LT50,,,,,23,,30,-110.7,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Leptodactylidae,,Leptodactylus_melanotus,Leptodactylus,melanotus,Leptodactylus_melanotus,Terrestrial,Terrestrial,Terrestrial,1
Leptodactylus,pentadactylus,,,,,,,,,,,,,,6,LT50,,,,,23,,9.15,-79.85,304.8,Brattstrom_1968,1,Chordata,Amphibia,Anura,Leptodactylidae,,Leptodactylus_pentadactylus,Leptodactylus,pentadactylus,Leptodactylus_pentadactylus,Terrestrial,Terrestrial,Terrestrial,1
Leptogenys,sp.1,41.5,ctmax,,,,,25,0.2,4.05,114.81,0,Diamond_et_al_2012,1,,,,,,,,,,,,,,Arthropoda,Insecta,Hymenoptera,Formicidae,,Leptogenys_sp.1,Leptogenys,sp.,Leptogenys_sp.1,Terrestrial,Terrestrial,Terrestrial,1
Leptonycteris,curasoae,,,,,,,,,,,,,,30.5,LTNZ,,,,,,,11.47,-70.14,,Arends_et_al_1995,1,Chordata,Mammalia,Chiroptera,Phyllostomidae,,Leptonycteris_curasoae,Leptonycteris,curasoae,Leptonycteris_curasoae,Terrestrial,Terrestrial,Terrestrial,1
Leptonycteris,yerbabuenae,38,UTNZ,,,,,,,32.13,-110.51,,Carpenter_&_Graham_1967,1,35.5,LTNZ,,,,,,,32.13,-110.51,,Carpenter_&_Graham_1967,1,Chordata,Mammalia,Chiroptera,Phyllostomidae,1,Leptonycteris_yerbabuenae,Leptonycteris,yerbabuenae,Leptonycteris_yerbabuenae,Terrestrial,Terrestrial,Terrestrial,1
Lepus,alleni,35,UTNZ,,,,,,,32.15,-111.1,,Dawson_&_Schmidt-Nielsen_1966,2,25,LTNZ,,,,,,,32.15,-111.1,,Dawson_&_Schmidt-Nielsen_1966,2,Chordata,Mammalia,Lagomorpha,Leporidae,1,Lepus_alleni,Lepus,alleni,Lepus_alleni,Terrestrial,Terrestrial,Terrestrial,1
Lerista,bougainvilli,43.8,ctmax,,,,,F,,-37.21,145.42,174,Greer_1980,2,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,,Lerista_bougainvilli,Lerista,bougainvilli,Lerista_bougainvilli,Terrestrial,Terrestrial,Terrestrial,1
Lerista,frosti,42.9,ctmax,,,,,F,,-24.4,132.4,581,Greer_1980,2,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,,Lerista_frosti,Lerista,frosti,Lerista_frosti,Terrestrial,Terrestrial,Terrestrial,1
Lerista,neander,43.1,ctmax,,,,,F,,-23.28,119.53,690,Greer_1980,2,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,,Lerista_neander,Lerista,neander,Lerista_neander,Terrestrial,Terrestrial,Terrestrial,1
Lerista,orientalis,40.9,ctmax,,,,,F,,-18.65,139.25,71,Greer_1980,2,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,,Lerista_orientalis,Lerista,orientalis,Lerista_orientalis,Terrestrial,Terrestrial,Terrestrial,1
Lerista,terdigitata,45.1,ctmax,,,,,F,,-33.47,135.33,44,Greer_1980,2,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,,Lerista_terdigitata,Lerista,terdigitata,Lerista_terdigitata,Terrestrial,Terrestrial,Terrestrial,1
Lessonia,nigrescens,24.5,LT0,1,,,,20,,-39.428835,-73.216691,0,Peters_&_Breeman_1993,1,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae,,Lessonia_nigrescens,Lessonia,nigrescens,Lessonia_nigrescens,Intertidal,Marine,Marine,1
Lessonia,trabeculata,26.1,LT0,1,,,,20,,-15.382521,-75.169291,0,Peters_&_Breeman_1993,1,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae,,Lessonia_trabeculata,Lessonia,trabeculata,Lessonia_trabeculata,Marine,Marine,Marine,1
Lessonia,vadosa,20.7,LT0,1,,,,15,,-54.975541,-66.745633,0,Peters_&_Breeman_1993,1,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae,,Lessonia_vadosa,Lessonia,vadosa,Lessonia_vadosa,Marine,Marine,Marine,1
Letharia,vulpina,,,,,,,,,,,,,,-13.6,ctmin,,,,,,,46.8,10.9,1950,Lange_1965,1,Ascomycota,Lecanoromycetes,Lecanorineae,Parmeliaceae,,Letharia_vulpina,Letharia,vulpina,Letharia_vulpina,Terrestrial,Terrestrial,Terrestrial,1
Leucadendron,argenteum,,,,,,,,,,,,,,-5.1,LT50,,,,,F,,,,,Bannister_&_Lord_2010,2,Streptophyta,Spermatophyta,Proteales,Proteaceae,,Leucadendron_argenteum,Leucadendron,argenteum,Leucadendron_argenteum,Terrestrial,Terrestrial,Terrestrial,1
Leucosarcia,melanoleuca,,,,,,,,,,,,,,24,LTNZ,,,,,,,-41.18,151.12,,McNab_2000ba,3,Chordata,Aves,Columbiformes,Columbidae,,Leucosarcia_melanoleuca,Leucosarcia,melanoleuca,Leucosarcia_melanoleuca,Terrestrial,Terrestrial,Terrestrial,1
Libellula,sp.1,46,ctmax,,,,,25,,29.6,-82.3,55,May_1976,1,,,,,,,,,,,,,,Arthropoda,Insecta,Odonata,Libellulidae,,Libellula_sp.1,Libellula,spp,Libellula_sp.1,Terrestrial,Terrestrial,Terrestrial,1
Libocedrus,bidwillii,,,,,,,,,,,,,,-8.8,LT50,,,,,F,0.0835,-42.72,171.57,985,Cieraad_et_al_2012,1,Streptophyta,Spermatophyta,Cupressales,Cupressaceae,,Libocedrus_bidwillii,Libocedrus,bidwillii,Libocedrus_bidwillii,Terrestrial,Terrestrial,Terrestrial,1
Lichenostomus,virescens,39,UTNZ,,,,,,,-31.57,115.51,,Collins_et_al_1980,1,33,LTNZ,,,,,,,-31.57,115.51,,Collins_et_al_1980,1,Chordata,Aves,Passeriformes,Meliphagidae,2,Lichenostomus_virescens,Lichenostomus,virescens,Lichenostomus_virescens,Terrestrial,Terrestrial,Terrestrial,1
Lichmera,indistincta,39,UTNZ,,,,,,,-34.12,116.62,,Collins_et_al_1980,1,30,LTNZ,,,,,,,-34.12,116.62,,Collins_et_al_1980,1,Chordata,Aves,Passeriformes,Meliphagidae,2,Lichmera_indistincta,Lichmera,indistincta,Lichmera_indistincta,Terrestrial,Terrestrial,Terrestrial,1
Ligustrum,vulgare,46.8,LT50,,,,,30,0.7,,,,Bilger_et_al_1984,1,,,,,,,,,,,,,,Streptophyta,Spermatophyta,Lamiales,Oleaceae,,Ligustrum_vulgare,Ligustrum,vulgare,Ligustrum_vulgare,Terrestrial,Terrestrial,Terrestrial,1
Limatula,hodgsoni,12.7,ctmax,,,,,26,0.00069,-77.85,166.67,0,Morley_et_al_2014,1,,,,,,,,,,,,,,Mollusca,Bivalvia,Limoida,Limidae,,Limatula_hodgsoni,Limatula,hodgsoni,Limatula_hodgsoni,Marine,Marine,Marine,1
Limnodynastes,dorsalis,36.5,ctmax,,,,,30,1,-31.1,150.93,609.6,Brattstrom_1970,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,,Limnodynastes_dorsalis,Limnodynastes,dorsalis,Limnodynastes_dorsalis,Terrestrial,Terrestrial,Terrestrial,1
Limnodynastes,fletcheri,28.3,ctmax,,,,,5,1,-31.55,147.2,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,,Limnodynastes_fletcheri,Limnodynastes,fletcheri,Limnodynastes_fletcheri,Terrestrial,Terrestrial,Terrestrial,1
Limnodynastes,peroni,34.1,ctmax,,,,,30,1,-18,145.9,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,,Limnodynastes_peroni,Limnodynastes,peroni,Limnodynastes_peroni,Terrestrial,Terrestrial,Terrestrial,1
Limnodynastes,Salmini,34.5,ctmax,,,,,10,1,-34,151.3,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,,Limnodynastes_Salmini,Limnodynastes,Salmini,Limnodynastes_Salmini,Terrestrial,Terrestrial,Terrestrial,1
Limnodynastes,tasmaniensis,34.9,ctmax,,,,,25,1,-38,142.5,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Myobatrachidae,,Limnodynastes_tasmaniensis,Limnodynastes,tasmaniensis,Limnodynastes_tasmaniensis,Terrestrial,Terrestrial,Terrestrial,1
Limnonectes,woodworthi,35.9,ctmax,,,,,22,0.5,14.09,121.49,1100,Scheffers_et_al_2014,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Dicroglossidae,,Limnonectes_woodworthi,Limnonectes,woodworthi,Limnonectes_woodworthi,Terrestrial,Terrestrial,Terrestrial,1
Limopsis,marionensis,4,LT50,,,,,,,-75,-51,0,Portner_et_al_1999,1,-1.5,ctmin,,,,,,,-75,-51,0,Portner_et_al_1999,1,Mollusca,Bivalvia,Arcoida,Limopsidae,,Limopsis_marionensis,Limopsis,marionensis,Limopsis_marionensis,Marine,Marine,Marine,1
Linepithema,humile,37.7,ctmax,,,,,20,0.05,-33.92,18.87,136,Jumbam_et_al_2008ab,1,-0.1,ctmin,,,,,20,0.05,-33.92,18.87,136,Jumbam_et_al_2008ab,1,Arthropoda,Insecta,Hymenoptera,Formicidae,,Linepithema_humile,Linepithema,humile,Linepithema_humile,Terrestrial,Terrestrial,Terrestrial,1
Liocarcinus,marmoreus,32.2,ctmax,,,,,24,0.017,38,-9,0,Madeira_et_al_2012a,1,,,,,,,,,,,,,,Arthropoda,Malacostraca,Decapoda,Polybiidae,,Liocarcinus_marmoreus,Liocarcinus,marmoreus,Liocarcinus_marmoreus,Marine,Marine,Marine,1
Liolaemus,abaucan,47.3,ctmax,,,,,29,,-27.25,-67.42,1200,Cruz_et_al_2005,1,15.41,ctmin,,,,,29,,-27.25,-67.42,1200,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_abaucan,Liolaemus,abaucan,Liolaemus_abaucan,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,albiceps,44.33,ctmax,,,,,29,,-24.32,-66.15,3060,Cruz_et_al_2005,1,7.05,ctmin,,,,,29,,-24.32,-66.15,3060,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_albiceps,Liolaemus,albiceps,Liolaemus_albiceps,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,alticolor,,,,,,,,,,,,,,13.12,ctmin,,,,,,,-18.17,-69.5,4350,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_alticolor,Liolaemus,alticolor,Liolaemus_alticolor,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,altissimus,,,,,,,,,,,,,,3.99,ctmin,,,,,20,,-33.4,-70.8,2850,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_altissimus,Liolaemus,altissimus,Liolaemus_altissimus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,bibronii,44.53,ctmax,,,,,29,,-40.27,-68.23,0,Cruz_et_al_2005,1,8.49,ctmin,,,,,29,,-40.27,-68.23,0,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_bibronii,Liolaemus,bibronii,Liolaemus_bibronii,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,bisignatus,,,,,,,,,,,,,,12.52,ctmin,,,,,,,-26.15,-69.5,710,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_bisignatus,Liolaemus,bisignatus,Liolaemus_bisignatus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,boulengeri,43.99,ctmax,,,,,29,,-42.39,-64.59,0,Cruz_et_al_2005,1,9.4,ctmin,,,,,29,,-42.39,-64.59,0,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_boulengeri,Liolaemus,boulengeri,Liolaemus_boulengeri,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,canqueli,44.6,ctmax,,,,,29,,-44.04,-68.36,900,Cruz_et_al_2005,1,6.99,ctmin,,,,,29,,-44.04,-68.36,900,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_canqueli,Liolaemus,canqueli,Liolaemus_canqueli,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,capillitas,43.7,ctmax,,,,,29,,-29.73,-67.75,2500,Cruz_et_al_2005,1,7.47,ctmin,,,,,29,,-29.73,-67.75,2500,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_capillitas,Liolaemus,capillitas,Liolaemus_capillitas,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,chacoensis,44.1,ctmax,,,,,29,,-28.8,-66.94,700,Cruz_et_al_2005,1,14.9,ctmin,,,,,29,,-28.8,-66.94,700,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_chacoensis,Liolaemus,chacoensis,Liolaemus_chacoensis,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,chiliensis,,,,,,,,,,,,,,3.68,ctmin,,,,,20,,-33.4,-70.8,1500,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_chiliensis,Liolaemus,chiliensis,Liolaemus_chiliensis,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,constanzae,,,,,,,,,,,,,,11.3,ctmin,,,,,,,-26.77,-68.23,2400,Labra_et_al_2001,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_constanzae,Liolaemus,constanzae,Liolaemus_constanzae,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,curis,,,,,,,,,,,,,,11.7,ctmin,,,,,,,-34.95,-69.5,1768,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_curis,Liolaemus,curis,Liolaemus_curis,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,cuyanus,45.7,ctmax,,,,,29,,-28.18,-67.11,400,Cruz_et_al_2005,1,12,ctmin,,,,,29,,-28.18,-67.11,400,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_cuyanus,Liolaemus,cuyanus,Liolaemus_cuyanus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,cyanogaster,,,,,,,,,,,,,,12.25,ctmin,,,,,,,-40.95,-69.5,700,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_cyanogaster,Liolaemus,cyanogaster,Liolaemus_cyanogaster,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,darwinii,44.68,ctmax,,,,,29,,-29.51,-67.57,800,Cruz_et_al_2005,1,10.11,ctmin,,,,,29,,-29.51,-67.57,800,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_darwinii,Liolaemus,darwinii,Liolaemus_darwinii,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,dorbignyi,43.91,ctmax,,,,,29,,-24.14,-66.67,3200,Cruz_et_al_2005,1,8.83,ctmin,,,,,29,,-24.14,-66.67,3200,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_dorbignyi,Liolaemus,dorbignyi,Liolaemus_dorbignyi,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,eleodori,,,,,,,,,,,,,,6.42,ctmin,,,,,,,-27.07,-69.5,3670,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_eleodori,Liolaemus,eleodori,Liolaemus_eleodori,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,elongatus,45.1,ctmax,,,,,29,,-41.88,-69.37,700,Cruz_et_al_2005,1,7.68,ctmin,,,,,29,,-41.88,-69.37,700,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_elongatus,Liolaemus,elongatus,Liolaemus_elongatus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,fabiani,,,,,,,,,,,,,,8.5,ctmin,,,,,,,-26.77,-68.23,2400,Labra_et_al_2001,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_fabiani,Liolaemus,fabiani,Liolaemus_fabiani,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,fitzgeraldi,,,,,,,,,,,,,,10.04,ctmin,,,,,,,-32.83,-69.5,2901,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_fitzgeraldi,Liolaemus,fitzgeraldi,Liolaemus_fitzgeraldi,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,fitzingerii,44.45,ctmax,,,,,29,,-43.49,-65.47,0,Cruz_et_al_2005,1,8.24,ctmin,,,,,29,,-43.49,-65.47,0,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_fitzingerii,Liolaemus,fitzingerii,Liolaemus_fitzingerii,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,fuscus,,,,,,,,,,,,,,3.9,ctmin,,,,,20,,-33.4,-70.8,1200,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_fuscus,Liolaemus,fuscus,Liolaemus_fuscus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,hellmichi,,,,,,,,,,,,,,14.6,ctmin,,,,,,,-23.53,-69.5,100,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_hellmichi,Liolaemus,hellmichi,Liolaemus_hellmichi,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,hernani,,,,,,,,,,,,,,11.64,ctmin,,,,,,,-34.95,-69.5,1768,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_hernani,Liolaemus,hernani,Liolaemus_hernani,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,irregularis,44.98,ctmax,,,,,29,,-24.25,-66.35,3060,Cruz_et_al_2005,1,6.96,ctmin,,,,,29,,-24.25,-66.35,3060,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_irregularis,Liolaemus,irregularis,Liolaemus_irregularis,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,jamesi,,,,,,,,,,,,,,8.08,ctmin,,,,,,,-18.17,-69.5,4350,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_jamesi,Liolaemus,jamesi,Liolaemus_jamesi,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,kingii,44.5,ctmax,,,,,29,,-45.41,-67.56,0,Cruz_et_al_2005,1,7.01,ctmin,,,,,29,,-45.41,-67.56,0,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_kingii,Liolaemus,kingii,Liolaemus_kingii,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,koslowskyi,46.1,ctmax,,,,,29,,-28.8,-66.56,800,Cruz_et_al_2005,1,13.22,ctmin,,,,,29,,-28.8,-66.56,800,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_koslowskyi,Liolaemus,koslowskyi,Liolaemus_koslowskyi,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,kriegi,43.67,ctmax,,,,,29,,-42.08,-69.52,950,Cruz_et_al_2005,1,7.6,ctmin,,,,,29,,-42.08,-69.52,950,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_kriegi,Liolaemus,kriegi,Liolaemus_kriegi,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,laurenti,46.18,ctmax,,,,,29,,-30.12,-67.4,800,Cruz_et_al_2005,1,12.2,ctmin,,,,,29,,-30.12,-67.4,800,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_laurenti,Liolaemus,laurenti,Liolaemus_laurenti,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,lemniscatus,,,,,,,,,,,,,,5.95,ctmin,,,,,20,,-33.4,-70.8,1200,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_lemniscatus,Liolaemus,lemniscatus,Liolaemus_lemniscatus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,leopardinus,,,,,,,,,,,,,,2.6,ctmin,,,,,20,,-33.67,-70.1,2850,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_leopardinus,Liolaemus,leopardinus,Liolaemus_leopardinus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,lorenzmuelleri,,,,,,,,,,,,,,10.13,ctmin,,,,,,,-29.85,-69.5,3206,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_lorenzmuelleri,Liolaemus,lorenzmuelleri,Liolaemus_lorenzmuelleri,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,melanops,44.94,ctmax,,,,,29,,-42.27,-64.08,900,Cruz_et_al_2005,1,5.65,ctmin,,,,,29,,-42.27,-64.08,900,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_melanops,Liolaemus,melanops,Liolaemus_melanops,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,monticola,,,,,,,,,,,,NA,,4.54,ctmin,,,,,20,,-33.4,-70.8,2200,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_monticola,Liolaemus,monticola,Liolaemus_monticola,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,multicolor,44.7,ctmax,,,,,29,,-40.44,-68.37,0,Cruz_et_al_2005,1,8.06,ctmin,,,,,29,,-40.44,-68.37,0,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_multicolor,Liolaemus,multicolor,Liolaemus_multicolor,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,multimaculatus,43.83,ctmax,,,,,29,,-38.54,-58.55,0,Cruz_et_al_2005,1,8.93,ctmin,,,,,29,,-38.54,-58.55,0,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_multimaculatus,Liolaemus,multimaculatus,Liolaemus_multimaculatus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,nigromaculatus,,,,,,,,,,,,,,8.4,ctmin,,,,,,,-29.57,-69.5,336,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_nigromaculatus,Liolaemus,nigromaculatus,Liolaemus_nigromaculatus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,nigroroseus,,,,,,,,,,,,,,11.64,ctmin,,,,,,,-23.33,-68.23,2300,Labra_et_al_2001,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_nigroroseus,Liolaemus,nigroroseus,Liolaemus_nigroroseus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,nigroviridis,,,,,,,,,,,,,,2.63,ctmin,,,,,20,,-33.4,-70.8,2675,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_nigroviridis,Liolaemus,nigroviridis,Liolaemus_nigroviridis,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,nitidus,,,,,,,,,,,,,,3.6,ctmin,,,,,20,,-33.4,-70.8,2200,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_nitidus,Liolaemus,nitidus,Liolaemus_nitidus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,olongasta,44.58,ctmax,,,,,29,,-29.82,-67.95,900,Cruz_et_al_2005,1,11.85,ctmin,,,,,29,,-29.82,-67.95,900,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_olongasta,Liolaemus,olongasta,Liolaemus_olongasta,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,ornatus,,,,,,,,,,,,,,6.91,ctmin,,,,,,,-19.25,-69.5,3710,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_ornatus,Liolaemus,ornatus,Liolaemus_ornatus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,petrophilus,45.23,ctmax,,,,,29,,-42.26,-68.41,900,Cruz_et_al_2005,1,7.31,ctmin,,,,,29,,-42.26,-68.41,900,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_petrophilus,Liolaemus,petrophilus,Liolaemus_petrophilus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,pictus,,,,,,,,,,,,,,8.47,ctmin,,,,,,,-40.95,-69.5,700,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_pictus,Liolaemus,pictus,Liolaemus_pictus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,platei,,,,,,,,,,,,,,11.98,ctmin,,,,,,,-27.05,-69.5,200,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_platei,Liolaemus,platei,Liolaemus_platei,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,poecilochromus,44.16,ctmax,,,,,29,,-27.52,-68.13,3500,Cruz_et_al_2005,1,9.35,ctmin,,,,,29,,-27.52,-68.13,3500,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_poecilochromus,Liolaemus,poecilochromus,Liolaemus_poecilochromus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,pseudoanomalus,45.93,ctmax,,,,,29,,-28.8,-66.94,990,Cruz_et_al_2005,1,12.19,ctmin,,,,,29,,-28.8,-66.94,990,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_pseudoanomalus,Liolaemus,pseudoanomalus,Liolaemus_pseudoanomalus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,pseudolemniscatus,,,,,,,,,,,,,,11.08,ctmin,,,,,,,-29.57,-69.5,336,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_pseudolemniscatus,Liolaemus,pseudolemniscatus,Liolaemus_pseudolemniscatus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,punctatissimus,,,,,,,,,,,,,,13.64,ctmin,,,,,,,-39.3,-69.5,430,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_punctatissimus,Liolaemus,punctatissimus,Liolaemus_punctatissimus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,quilmes,44.69,ctmax,,,,,29,,-26.59,-66.16,1600,Cruz_et_al_2005,1,8.46,ctmin,,,,,29,,-26.59,-66.16,1600,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_quilmes,Liolaemus,quilmes,Liolaemus_quilmes,Terrestrial,Terrestrial,Terrestrial,1
